Company Name,Domain,Hourly rate,Address,Main Url,Service Focus
40. Brand & Mortar Inc.,https://brandandmortar.com/,$150-$199/hr,Toronto Ontario ,https://99firms.com/web-development-companies/,"Web Design & Development,Branding & Graphic Design,Social Media Management,Content Creation,PPC"
41. MajorBrains Technologies Pvt. Ltd.,http://www.major-brains.com/index.php,$150-$199/hr,Pune Maharashtra ,https://99firms.com/web-development-companies/,"Web Development & Design,Digital Marketing,Social Media Marketing,Software Testing"
42. IntexSoft,https://www.intexsoft.com/,$25-$49/hr,Hrodna Hrodna Region ,https://99firms.com/web-development-companies/,"Web Design & Development,App Development,Enterprise Software Development,Software Testing,Magento Development"
43. Emergent Software,https://www.emergentsoftware.net/,$150-$199/hr,Minneapolis Minnesota ,https://99firms.com/web-development-companies/,"Custom Software Development,Website Development,Hosting & Maintenance,SQL Server Consulting,Office 365 & SharePoint Consulting"
44. Nimble AppGenie,https://www.nimbleappgenie.com/,$25-$49/hr, England ,https://99firms.com/web-development-companies/,"Full-Stack Development,Cross-Platform App Development,Wearable & IoT Development,Web Application Development,Enterprise Application Solutions"
45. HTMLPanda,https://www.htmlpanda.com/,$25-$49/hr,Boston Massachusetts ,https://99firms.com/web-development-companies/,"Web Development,WordPress Development,Drupal Development,Shopify Development,Magento Development"
46. Amazing7 Studios,https://amazing7.com/,<$25/hr,Palm Harbor Florida ,https://99firms.com/web-development-companies/,"Logo,Web Design,Web Development"
47. IIH Global,https://www.iihglobal.com/,<$25, England ,https://99firms.com/web-development-companies/,"Web Design & Development,Magento Web Development,WordPress Development,CRM Development,Custom Software Development,IoT Development"
48. Web Peppers,https://web-peppers.com/,$25-$49/hr,Kyiv  ,https://99firms.com/web-development-companies/,"Web Development,.NET Development,AI,IT Recruiting Services,Drupal Development"
49. Noble Studios,https://noblestudios.com/,$150-$199/hr,Reno Nevada ,https://99firms.com/web-development-companies/,"Pay Per Click,Search Engine Optimization,Web Development"
50. Andersen,https://www.andersenlab.com/,$25-$49/hr,Scottsdale Arizona ,https://99firms.com/web-development-companies/,"Custom Software Development,Mobile App Development,UX/UI Design,Web Development,Design & Build Cloud Infrastacture"
51. Teclogiq,http://www.teclogiq.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/web-development-companies/,"Mobile App Development,Web Design & Development,Web Application Development,Software Development"
52. KaamLab,https://www.kaamlab.com/,$25-$49/hr,Karachi Sindh ,https://99firms.com/web-development-companies/,"Web Design & Development,Digital Marketing,SEO,Social Media Marketing,Content Writing"
53. INSART,https://www.insart.com/,,New York New York ,https://99firms.com/web-development-companies/,"Custom Software Development,Business Analysis,Web & App Development,Application Testing,UI/UX Design"
54. SumatoSoft,https://sumatosoft.com/,$25-$49/hr,Boston Massachusetts ,https://99firms.com/web-development-companies/,"Custom Software Development,Web & Mobile Development,IoT App Development,Blockchain Development,Big Data"
55. Cadabra Studio,https://cadabra.studio/,$25-$49/hr,San Francisco California ,https://99firms.com/web-development-companies/,"UI/UX Design,UX Research,Web Design & Development,Branding & Logo Design,Identity Design"
56. Riseapps,https://riseapps.co/,$25-$49/hr,Lake Mary Florida ,https://99firms.com/web-development-companies/,"Web Design & Development,Mobile AppDevelopment,UX/UI Design,Software Testing"
57. Digital Artflow,https://www.digitalartflow.com/,$50-$99/hr,București Municipiul București ,https://99firms.com/web-development-companies/,"Web Development,Ecommerce Development,Software Development,Web Design,AR/VR Development"
58. 2Geart Design Bureau,https://2geart.com/,$25-$49/hr,Lincoln Nebraska ,https://99firms.com/web-development-companies/,"WordPress Web Design & Development,Web App Design & Development,Mobile App Development,Brandign,SEO"
59. Jellyfish.tech,http://jellyfish.tech/#header,$25-$49/hr,Zaporizhzhia Zaporiz'ka oblast ,https://99firms.com/web-development-companies/,"Web Consulting,Web & App Development,Software Development"
60. Fresh Design Agency,https://freshdesign.agency/,$50-$99/hr,Kyiv  ,https://99firms.com/web-development-companies/,"Business Analysis,Web Development,UI/UX Design,Business Process Optimization"
61. Upsilon IT,https://upsilonit.com/,$25-$49/hr,Sunnyvale California ,https://99firms.com/web-development-companies/,"Web Software Development,Mobile Development,Custom Software Development,Machine Learning,UI/UX Design"
62. Leobit,https://leobit.com/,$25-$49/hr,L'viv L'vivs'ka oblast ,https://99firms.com/web-development-companies/,".NET Software Development,Web & Mobile Application Development,UI/UX Design Services,Quality Assurance Services,Embedded Software Development"
63. UruIT,https://uruit.com/,$50-$99/hr,West Hollywood California ,https://99firms.com/web-development-companies/,"Web Apps Development,Mobile App Development,UX/UI Design,Machine Learning Development,Product Discovery"
64. Arete Software Inc.,https://www.aretesoftware.ca/,<$25/hr,Brampton Ontario ,https://99firms.com/web-development-companies/,"Website Design & Development,Ecommerce Development,WordPress Web Design,Digital Marketing,Mobile App Development,Web Maintenance Services"
65. V Network Solution,https://vnetworksolution.com/,,Siliguri West Bengal ,https://99firms.com/web-development-companies/,"Web Design & Development,Software Development,Mobile App Development,Digital Marketing,SEO,PPC"
66. RVS Media,https://www.rvsmedia.co.uk/,$50-$99/hr,London England ,https://99firms.com/web-development-companies/,"Ecommerce Development,Magento Development,Web Designing,SEO"
67. Hiteshi,https://www.hiteshi.com/,$150-$199/hr,Indore Madhya Pradesh ,https://99firms.com/web-development-companies/,"Mobile App Design & Development,Cross-Platform App Development,Web Design & Development"
68. Kunsh Technologies,https://www.kunshtech.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/web-development-companies/,"Mobile App Development,UX/UI Design,Web Development,Software Development"
69. Web Foundation,https://webfoundationllc.com/,$25-$49/hr,Yerevan Yerevan ,https://99firms.com/web-development-companies/,"Web Design & Development,Software Development,Mobile Application Development"
70. Excellent Webworld,https://www.excellentwebworld.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/web-development-companies/,"Web & Mobile App Development,Software Development,IoT App Development,AR & VR App Development,Cloud Development,Graphic Design"
71. Magneto IT Solutions,https://magnetoitsolutions.com/,$25-$49/hr,Las Vegas Nevada ,https://99firms.com/web-development-companies/,"Mobile App Development,E-Commerce Development,Custom Software Development"
72. Sparx IT Solutions,https://www.sparxitsolutions.com/,$25-$49/hr,New York New York ,https://99firms.com/web-development-companies/,"Mobile App Development,Web Design and Development,Digital Marketing,Ecommerce Development"
73. Competenza Innovare,http://www.competenzainnovare.com/,$25-$49/hr,Jaipur Rajasthan ,https://99firms.com/web-development-companies/,"Web Development,Software Development,Mobile App Development"
74. Geoxis,https://geoxis.co/,$50-$99/hr,Varanasi Uttar Pradesh ,https://99firms.com/web-development-companies/,"Web Design & Development,Software Development,Digital Marketing,Graphic Design"
75. Galaxy Weblinks Inc.,https://www.galaxyweblinks.com/,$25-$49/hr,Cambridge Massachusetts ,https://99firms.com/web-development-companies/,"Custom Web Development,Mobile Application Development,Software Development,QA Testing,UI/UX Design"
1. Spinx,https://www.spinxdigital.com/,$150-$199/hr,Los Angeles California ,https://99firms.com/joomla-development-agencies/,"Web Design,Web Development,Digital Strategy"
2. Blue Fountain Media,https://www.bluefountainmedia.com/,$150-$199/hr,New York New York ,https://99firms.com/joomla-development-agencies/,"Web Design,Web Development,Digital Strategy"
3. Iflexion,https://www.iflexion.com/,$25-$49/hr,Denver Colorado ,https://99firms.com/joomla-development-agencies/,"Web App Development,Mobile App Development,Enterprise Software Development"
4. Eight25Media,https://www.eight25media.com/,$100-$149/hr,Fremont California ,https://99firms.com/joomla-development-agencies/,"Web Design,Digital Strategy,UX/UI Design"
5. Intechnic,https://www.intechnic.com/,$150–$199/hr,Chicago Illinois ,https://99firms.com/joomla-development-agencies/,"UX/UI Design,Web Design,Custom Software Development"
6. WebFX,https://www.webfx.com/,$100–$149/hr,Harrisburg Pennsylvania ,https://99firms.com/joomla-development-agencies/,"Search Engine Optimization,Pay Per Click,Digital Strategy"
7. Absolute Web,https://www.absolutewebservices.com/,$100–$149/hr,Miami Florida ,https://99firms.com/joomla-development-agencies/,"E-Commerce Development,Web Development,Search Engine Optimization"
8. Huemor,https://huemor.rocks/,$100-$149/hr,New York New York ,https://99firms.com/joomla-development-agencies/,"Web Design,E-commerce Development,Web Development"
9. Three Sixty Eight,http://www.threesixtyeight.com/,$150–$199/hr,Baton Rouge Louisiana ,https://99firms.com/joomla-development-agencies/,"Web Design,Advertising,UX/UI Design"
10. Sayenko,https://www.sayenkodesign.com/,$100-$149/hr,Bellevue Washington ,https://99firms.com/joomla-development-agencies/,"Web Design,Web Development,Search Engine Optimization"
1. Jordan Crown,https://www.jordancrown.com/,$150-$199/hr,Everett Washington ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,Digital Strategy Services"
2. Bop Design,https://www.bopdesign.com/,$150-$199/hr,San Diego California ,https://99firms.com/wordpress-companies/,"Web Design,Content Marketing,Web Development"
3. Sayenko,https://www.sayenkodesign.com/,$100-$149/hr,Bellevue Washington ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,Search Engine Optimization"
4. Tiny Frog,https://tinyfrog.com/,$100-$149/hr,San Diego California ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,E-commerce Development"
5. Upqode,https://upqode.com/,$50–$99/hr,Nashville Tennessee ,https://99firms.com/wordpress-companies/,"Web Development,Web Design"
6. Digitech,https://www.digitechwebdesignaustin.com/,$150-$199/hr,Austin Texas ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,Search Engine Optimization"
7. Studio Simpatico,https://studiosimpati.co/,$150–$199/hr,New York New York ,https://99firms.com/wordpress-companies/,"Web Design,Web Development"
8. WDG,https://www.webdevelopmentgroup.com/,$150–$199/hr,Arlington Virginia ,https://99firms.com/wordpress-companies/,
9. Human Made,https://humanmade.com/,$150–$199/hr,New York New York ,https://99firms.com/wordpress-companies/,"Web Development,Strategy and Consultancy,Infrastructure"
10. Wanted for Nothing,https://wantedfornothing.com/,$50-$99/hr,Los Angeles California ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,eCommerce Development,Software Development,Tech Consulting"
11. Orbit Media,https://www.orbitmedia.com/,$150–$199/hr,Chicago Illinois ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,E-Commerce Development"
12. WebDevStudios,https://webdevstudios.com/,$100–$149/hr,Philadelphia Pennsylvania ,https://99firms.com/wordpress-companies/,"Web Development,Web Design,Digital Strategy"
13. State Creative,https://www.statecreative.com/,$100-$149/hr,Oakland California ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,E-commerce Development"
14. WebWorks,http://webworksagency.com/,$25–$49/hr,Los Angeles California ,https://99firms.com/wordpress-companies/,"Web Design,Search Engine Optimization,Web Development"
15. WordPrax,https://www.wordprax.com/,<$25/hr,Rochester New York ,https://99firms.com/wordpress-companies/,"Advertising,Branding,Social Media Marketing"
16. HireWPGeeks Ltd,https://www.hirewpgeeks.com/,$15-$25/hr,San Francisco California ,https://99firms.com/wordpress-companies/,"WordPress Development,WordPress Customization"
17. Sensus Media,https://www.sensusmedia.co/,$100–$149/hr,Denver Colorado ,https://99firms.com/wordpress-companies/,"WordPress Development,Website Design Development,Digital Marketing"
18. Perception System,https://www.perceptionsystem.com/,<$25/hr,San Jose California ,https://99firms.com/wordpress-companies/,"E-Commerce Development,Web Development,Mobile App Development
,
"
19. Emagine,https://www.emagine.com/,$100–$149/hr,Fall River Massachusetts ,https://99firms.com/wordpress-companies/,"Advertising,Digital Strategy,Content Marketing"
20. JD Softtech,https://www.jdsofttech.com/,$25–$49/hr,Burlington Massachusetts ,https://99firms.com/wordpress-companies/,"Custom Software Development,UX/UI Design,Web Development"
21. HyperArts,https://www.hyperarts.com/,$100–$149/hr,Oakland California ,https://99firms.com/wordpress-companies/,"Web Design,Web Development,UX/UI Design"
22. 1Brand,https://1brand.design/,$100–$149/hr,Chicago Illinois ,https://99firms.com/wordpress-companies/,"Web Design,Search Engine Optimization,Graphic Design"
23. MarkupChimps,https://www.markupchimps.com/,$25-$49/hr,Laguna Beach California ,https://99firms.com/wordpress-companies/,"WordPress Web Development,Plugin Development,Support & Maintenance"
24. Huptech Web Pvt Ltd,https://www.huptechweb.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/wordpress-companies/,"Website Development,Digital Marketing,Shopify Development,WordPress Development"
25. Webpop Design,https://www.webpopdesign.com/,$100-$149/hr, England ,https://99firms.com/wordpress-companies/,"WordPress Theme Development,WordPress Theme Design,PSD to WordPress,PSD to HTML,WordPress Maintenance"
26. WordPressWebsite.in,https://www.wordpresswebsite.in/,$50-$99/hr,Faridabad Haryana ,https://99firms.com/wordpress-companies/,"WordPress Web Development,WordPress Plugin Security,WooCommerce Customization,WordPress Support & Maintenance,SEO"
27. HireWPguru,https://hirewpguru.com/,$25-$49/hr,Varna Varna ,https://99firms.com/wordpress-companies/,"Ecommerce Development,WordPress Custom Development"
28. HTMLPanda,https://www.htmlpanda.com/,$25-$49/hr,Boston Massachusetts ,https://99firms.com/wordpress-companies/,"Web Development,WordPress Development,Drupal Development,Shopify Development,Magento Development"
1. Commerce Pundit,https://www.commercepundit.com/,$25–$49/hr,Lawrenceville Georgia ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,Mobile App Development"
2. Staylime,https://staylime.com/,$50-$99/hr,Minneapolis Minnesota ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,Web Design"
3. Command C,https://commandc.com/,$150–$199/hr, New York ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Support & Technical Optimization,Technical Discovery"
4. IWD,https://www.iwdagency.com/,$100–$149/hr,Baton Rouge Louisiana ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Platforms,Web Design,Web Development"
5. Elsner Technologies,https://www.elsner.com/,$25–$49/hr,Lakeland Florida ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Solutions,CMS Development Services,Digital Marketing Services"
6. Olibro,https://www.olibro.com/,$50–$99/hr,Los Angeles California ,https://99firms.com/ecommerce-development-companies/,"Web Design & Development,E-Commerce Solutions,Search Engine Optimization"
7. Gauge,https://gauge.agency/,$150-$199/hr,Savannah Georgia ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Design,Web Development"
8. Aitoc,https://www.aitoc.com/,$50–$99/hr,Newark Delaware ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,Magento 2 Migration Service"
9. HyQuality,https://hyquality.com/,$150–$199/hr,New York New York ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,Web Design"
10. Redstage,https://redstage.com/,$150–$199/hr,Jersey City New Jersey ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Enterprise App Modernization,Digital Strategy"
11. Live Typing,https://livetyping.com/en/,$50–$99/hr,Silver Spring Maryland ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Mobile App Development,Web Development"
12. Commerce Shop,https://www.thecommerceshop.com/,$100–$149/hr,Atlanta Georgia ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Conversion Optimization,Digital Strategy"
13. Unleaded,https://www.unleadedsoftware.com/,$150–$199/hr,Denver Colorado ,https://99firms.com/ecommerce-development-companies/,"Branding,Marketing Strategy,Web Design"
14. Curotec,https://www.curotec.com/,$100–$149/hr, Pennsylvania ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Digital Strategy,UX/UI Design"
15. Engagency,https://www.engagency.com/,$150–$199/hr,Austin Texas ,https://99firms.com/ecommerce-development-companies/,"Web Development,Marketing Strategy,Web Experience Management"
16. Stellaractive,https://www.stellaractive.com/,$100–$149/hr,Portland Oregon ,https://99firms.com/ecommerce-development-companies/,"Web Design,E-Commerce Development,Digital Strategy"
17. Coolblueweb,https://coolblueweb.com/,$150–$199/hr,Seattle Washington ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,UX/UI Design"
18. Wanted for Nothing,https://wantedfornothing.com/,$50-$99/hr,Los Angeles California ,https://99firms.com/ecommerce-development-companies/,"Web Design,Web Development,eCommerce Development,Software Development,Tech Consulting"
19. Glendale Designs,https://www.glendaledesigns.com/,$100–$149/hr,Waddell Arizona ,https://99firms.com/ecommerce-development-companies/,"Advertising,Branding,Digital Strategy"
20. CodeMedia 360,http://codemedia360.com/index,$25–$49/hr,Burbank California ,https://99firms.com/ecommerce-development-companies/,"E-Commerce Development,Web Development,UX/UI Design"
21. Endertech,https://endertech.com/,$100–$149/hr,Torrance California ,https://99firms.com/ecommerce-development-companies/,"Web Design,Custom Software Development,Web Development"
22. Magneto IT Solutions,https://magnetoitsolutions.com/,$25-$49/hr,Las Vegas Nevada ,https://99firms.com/ecommerce-development-companies/,"Mobile App Development,E-Commerce Development,Custom Software Development"
23. Runner,https://runneragency.com/,$100–$149/hr,Dallas Texas ,https://99firms.com/ecommerce-development-companies/,"Digital Strategy,Conversion Optimization,Web Design"
24. Ecomitize LLC,https://ecomitize.com,$100-$149/hr,Omaha Nebraska ,https://99firms.com/ecommerce-development-companies/,"Web Design,Web Development,E-commerce Development,Digital Marketing"
25. Huptech Web Pvt Ltd,https://www.huptechweb.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/ecommerce-development-companies/,"Website Development,Digital Marketing,Shopify Development,WordPress Development"
26. CERS,https://cerssoft.com/en/,, Ankara ,https://99firms.com/ecommerce-development-companies/,"Web Design,Software Development,Mobile App Development,UI/UX Design,E-commerce Development,Digital Marketing"
27. Dexoc,https://dexoc.com/,$25-$49/hr,Delray Beach Florida ,https://99firms.com/ecommerce-development-companies/,"Web & Mobile App Development,Custom Software Application,,Web Design,IoT Development,Cloud Consulting,Big Data"
28. Team4eCom,https://www.team4ecom.com/,<$25/hr,Laguna Beach California ,https://99firms.com/ecommerce-development-companies/,"Data Entry Services,Product Content,SEO"
1. Intellectsoft,https://www.intellectsoft.net/,$50–$99/hr,Palo Alto California ,https://99firms.com/app-development/,"Custom Software Development,Mobile App Development,Blockchain"
2. Fuzz,https://fuzzproductions.com/,$150–$199/hr, New York ,https://99firms.com/app-development/,"Mobile App Development,UX/UI Design,Web Development"
3. Dogtown Media,https://www.dogtownmedia.com/,$100–$149/hr,Los Angeles California ,https://99firms.com/app-development/,
4. WillowTree,https://www.willowtreeapps.com/,$150–$199/hr,Charlottesville Virginia ,https://99firms.com/app-development/,"Mobile App Development,Web Development,UX/UI Design"
5. Five,https://five.agency/,$100–$149/hr, New York ,https://99firms.com/app-development/,"Mobile App Development,Mobile & App Marketing,UX/UI Design"
6. ArcTouch,https://arctouch.com/,$100–$149/hr,San Francisco California ,https://99firms.com/app-development/,"Blockchain,Mobile App Development,UX/UI Design"
7. Majestyk,https://sidebench.com/,$150–$199/hr,Los Angeles California ,https://99firms.com/app-development/,"Mobile App Development,UX/UI Design,Web Development"
8. Sidebench,https://sidebench.com/,$150–$199/hr,Los Angeles California ,https://99firms.com/app-development/,"Mobile App Development,UX/UI Design,Custom Software Development"
9. Chop Dawg,https://chopdawg.com/,$100–$149/hr,Philadelphia Pennsylvania ,https://99firms.com/app-development/,"Mobile App Development,UX/UI Design,Web Development"
10. Appinventiv,https://appinventiv.com/,$25–$49/hr,New York New York ,https://99firms.com/app-development/,"Mobile App Development,Custom Software Development,Blockchain"
11. RightPoint,https://www.rightpoint.com/,$150–$199/hr,Chicago Illinois ,https://99firms.com/app-development/,"Mobile App Development,Web Development,UX/UI Design"
12. AppClues Studio,https://appcluesstudio.com/,$25-$49/hr,Waltham Massachusetts ,https://99firms.com/app-development/,"UI/UX Design,Native App Development,Customer Acquistions & Communicatons,Mcommerce,Branding"
13. Lotus Technologies,https://www.lotustech.nyc/,$100-$149/hr,New York New York ,https://99firms.com/app-development/,"App Development,Web Development"
14. AppClues Infotech,https://www.appcluesinfotech.com/,$15-$25/hr,Selden New York ,https://99firms.com/app-development/,"Mobile App Development,UI/UX Design"
15. Apps Maven,https://appsmaventech.com/,$15-$25/hr,Sahibzada Ajit Singh Nagar Punjab ,https://99firms.com/app-development/,"App Development,Web Development,Game Development,SEO"
16. Appristine Technologies,https://www.appristine.com/,$15-$30,Pune Maharashtra ,https://99firms.com/app-development/,"Web & Mobile Development,Magento Development,Game Development"
17. Data EximIT,https://www.dataeximit.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"Mobile Application Development, Cross-Platform Application Development,Website Development,Website Design,Application Design"
18. Hire Full Stack Developer India,https://hirefullstackdeveloperindia.com/services/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"Web Application Development,Mobile Application Development,Blockchain Development,UI/UX Design"
19. Global Vincitore,https://www.globalvincitore.com/,$15-$25/hr,Gastonia North Carolina ,https://99firms.com/app-development/,"Mobile App Development,Digital Marketing,Web Design & Development"
20. LANARS,https://lanars.com/,$25-$49/hr,Dnipro Dnipropetrovsk Oblast ,https://99firms.com/app-development/,"Web Development,Mobile App Development,Cross-Platform Development,UX/UI Design,PCB Design"
21. Script All DNA Technologies,https://scriptalldna.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"Mobile App Development,Software Development,Website Development,AI & ML Services,Big Data Analysis,IoT"
22. Brainsmiths Labs,https://www.brainsmiths.com/,$25-$49/hr,Langley Township British Columbia ,https://99firms.com/app-development/,"Big Data,Web Development,AR,Blockchain,IoT Development"
23. Attract Group,https://attractgroup.com/,$25-$49/hr,Odesa Odessa Oblast ,https://99firms.com/app-development/,"Web Development,Native Mobile Development,QA,UX/UI Design,Project Management"
24. CERS,https://cerssoft.com/en/,, Ankara ,https://99firms.com/app-development/,"Web Design,Software Development,Mobile App Development,UI/UX Design,E-commerce Development,Digital Marketing"
25. HQSoftware,https://hqsoftwarelab.com/,$25-$49/hr,New York New York ,https://99firms.com/app-development/,
26. Dexoc,https://dexoc.com/,$25-$49/hr,Delray Beach Florida ,https://99firms.com/app-development/,"Web & Mobile App Development,Custom Software Application,,Web Design,IoT Development,Cloud Consulting,Big Data"
27. LITSLINK,https://litslink.com/,$50-$99/hr,Palo Alto California ,https://99firms.com/app-development/,"Mobile App Development,Web Development,SaaS Development,VR Software Development,AR App Development,Product Design"
28. Acquaint SoftTech,https://www.acquaintsoft.com,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"App Development,Cross-Platform App Development,Enterprise Mobility Solutions,E-commerce Development"
"29. Solvd, Inc.",https://www.solvd.com/,$50-$99/hr,Roseville California ,https://99firms.com/app-development/,"Mobile Development,AR & VR Apps,DevOps and Infrastructure Management,Testing & QA Management,Test Automation & TestOps"
30. Volare Systems,https://volaresystems.com/,$100-$149/hr,Littleton Colorado ,https://99firms.com/app-development/,"Custom Software Development,Custom Web Application Development,Mobile Web App Development,Relational Database Development"
31. AppVerticals,https://www.appverticals.com/,$150-$199/hr,Southlake Texas ,https://99firms.com/app-development/,"Mobile App Design & Development,Web App Design & Development,Ecommerce Development"
32. Visartech Inc.,https://iapp.visartech.com/,$50-$99/hr,Dover Delaware ,https://99firms.com/app-development/,"Interactive Apps,Full-cycle 3D App Development,Digital Art: 2D & 3D Art, 3D Animation,VFX & Tech Art,AR/VR/MR apps & content,Full-cycle Game Development"
33. Sector 7 Apps,https://www.sector7apps.com/,$150-$199/hr,Phoenix Arizona ,https://99firms.com/app-development/,"Web Application Development,SAAS Development,iOS App Development,Android App Development"
34. IntexSoft,https://www.intexsoft.com/,$25-$49/hr,Hrodna Hrodna Region ,https://99firms.com/app-development/,"Web Design & Development,App Development,Enterprise Software Development,Software Testing,Magento Development"
35. Magneto IT Solutions,https://magnetoitsolutions.com/,$25-$49/hr,Las Vegas Nevada ,https://99firms.com/app-development/,"Mobile App Development,E-Commerce Development,Custom Software Development"
36. Nimble AppGenie,https://www.nimbleappgenie.com/,$25-$49/hr, England ,https://99firms.com/app-development/,"Full-Stack Development,Cross-Platform App Development,Wearable & IoT Development,Web Application Development,Enterprise Application Solutions"
37. ARKA Softwares,https://www.arkasoftwares.com/,$25-$49/hr,Dallas Texas ,https://99firms.com/app-development/,"Mobile App Development,Web Development,Python Development"
38. Teclogiq,http://www.teclogiq.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"Mobile App Development,Web Design & Development,Web Application Development,Software Development"
39. Cadabra Studio,https://cadabra.studio/,$25-$49/hr,San Francisco California ,https://99firms.com/app-development/,"UI/UX Design,UX Research,Web Design & Development,Branding & Logo Design,Identity Design"
40. Mobilunity,https://mobilunity.com/,$25-$49/hr,Kyiv  ,https://99firms.com/app-development/,"Outstaffing,Relocation,Web Development,Mobile Design & Development,UI/UX Design,Software Development"
41. Messapps,https://messapps.com/,$100-$149/hr,New York New York ,https://99firms.com/app-development/,"iOS App Development,Software Development,Web Design & Development,Android App Development,App Marketing"
42. Tvisha Technologies,https://www.tvisha.com,$25-$49/hr,Edison New Jersey ,https://99firms.com/app-development/,"Mobile App Development,Software Development,UI/UX Design"
43. Riseapps,https://riseapps.co/,$25-$49/hr,Lake Mary Florida ,https://99firms.com/app-development/,"Web Design & Development,Mobile AppDevelopment,UX/UI Design,Software Testing"
44. 2Geart Design Bureau,https://2geart.com/,$25-$49/hr,Lincoln Nebraska ,https://99firms.com/app-development/,"WordPress Web Design & Development,Web App Design & Development,Mobile App Development,Brandign,SEO"
45. Jellyfish.tech,http://jellyfish.tech/#header,$25-$49/hr,Zaporizhzhia Zaporiz'ka oblast ,https://99firms.com/app-development/,"Web Consulting,Web & App Development,Software Development"
46. Fluper,https://www.fluper.com/,$25-$49/hr,Noida Uttar Pradesh ,https://99firms.com/app-development/,"Web Development,Mobile App Development,Augmented Reality App Development,Virtual Reality App Development,UI/UX Design"
47. UruIT,https://uruit.com/,$50-$99/hr,West Hollywood California ,https://99firms.com/app-development/,"Web Apps Development,Mobile App Development,UX/UI Design,Machine Learning Development,Product Discovery"
48. Hiteshi,https://www.hiteshi.com/,$150-$199/hr,Indore Madhya Pradesh ,https://99firms.com/app-development/,"Mobile App Design & Development,Cross-Platform App Development,Web Design & Development"
49. Kunsh Technologies,https://www.kunshtech.com/,$25-$49/hr,Ahmedabad Gujarat ,https://99firms.com/app-development/,"Mobile App Development,UX/UI Design,Web Development,Software Development"
50. ISHIR,https://www.ishir.com/,$25-$49/hr,Plano Texas ,https://99firms.com/app-development/,"Software  Development,Software Testing,Mobile App Development,Web Design & Development,SEO"
1. Realm,https://realmwebdesign.com/,$100–$149/hr,San Francisco California ,https://99firms.com/shopify-developers/,"Shopify Setup,Shopify Custom Themes,Shopify SEO,Shopify Marketing Experts,Shopify Social Media,Shopify App Development"
2. Absolute Web,https://www.absolutewebservices.com/,$100–$149/hr,Miami Florida ,https://99firms.com/shopify-developers/,"E-Commerce Development,Web Development,Search Engine Optimization"
3. Avex,https://avexdesigns.com/,$100–$149/hr,New York New York ,https://99firms.com/shopify-developers/,"Shopify Plus E-commerce,Growth Marketing,Content Creation"
4. Webinopoly,https://webinopoly.com/,$50–$75/hr,Houston Texas ,https://99firms.com/shopify-developers/,"Shopify Web Design,Digital Strategy,Shopify Development,Shopify Development"
5. Pivofy,https://www.pivofy.com/,$100–$149/hr,Chicago Illinois ,https://99firms.com/shopify-developers/,"E-Commerce Development,Digital Strategy,Mobile/Web Design"
6. BTown Web,https://www.btownweb.com/,$150–$199/hr,Burien Washington ,https://99firms.com/shopify-developers/,"E-Commerce Development,Web Development,Custom Software Development"
7. eHouse Studio,https://www.ehousestudio.com/,$150–$199/hr,Charleston South Carolina ,https://99firms.com/shopify-developers/,"E-Commerce Development,Conversion Optimization,UX/UI Design"
8. BPI,https://bluepolointeractive.com/,$150–$199/hr, New York ,https://99firms.com/shopify-developers/,"Tax Preparation,Bookkeeping,Business Consulting"
9. Aeolidia,https://aeolidia.com/,$150–$199/hr,Seattle Washington ,https://99firms.com/shopify-developers/,"Web Design,Logo,E-Commerce Development"
